Combination,Unique Rows,Unique Rows Excluding Columns,Score
"INCOME, MARITAL_STATUS, EDUCATION, ETHNICITY_1",112,683,2.8035714285714284
"INCOME, MARITAL_STATUS, EDUCATION, GENDER",113,619,3.3451327433628317
"INCOME, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",120,620,3.1416666666666666
"INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",118,619,3.2033898305084745
"INCOME, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",100,691,3.06
"INCOME, MARITAL_STATUS, EMPLOYMENT, GENDER",106,632,3.443396226415094
"INCOME, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",111,614,3.4504504504504503
"INCOME, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",78,716,3.6025641025641026
"INCOME, MARITAL_STATUS, LGBT_IDENTITY, GENDER",83,656,4.108433734939759
"INCOME, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",87,648,4.011494252873563
"INCOME, MARITAL_STATUS, ETHNICITY_1, GENDER",70,703,4.2
"INCOME, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",71,701,4.169014084507042
"INCOME, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",64,644,5.515625
"INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",148,606,2.641891891891892
"INCOME, EDUCATION, EMPLOYMENT, ETHNICITY_1",129,658,2.627906976744186
"INCOME, EDUCATION, EMPLOYMENT, GENDER",127,604,3.094488188976378
"INCOME, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",143,585,2.8811188811188813
"INCOME, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",100,717,2.8
"INCOME, EDUCATION, LGBT_IDENTITY, GENDER",82,650,4.2317073170731705
"INCOME, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",105,640,3.4
"INCOME, EDUCATION, ETHNICITY_1, GENDER",82,699,3.6341463414634148
"INCOME, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",84,676,3.8214285714285716
"INCOME, EDUCATION, GENDER, WORK_NIH_CAMPUS",70,629,5.257142857142857
"INCOME, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",102,700,2.911764705882353
"INCOME, EMPLOYMENT, LGBT_IDENTITY, GENDER",95,632,3.8421052631578947
"INCOME, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",102,623,3.6666666666666665
"INCOME, EMPLOYMENT, ETHNICITY_1, GENDER",65,697,4.615384615384615
"INCOME, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",69,672,4.7101449275362315
"INCOME, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",82,618,4.621951219512195
"INCOME, LGBT_IDENTITY, ETHNICITY_1, GENDER",66,717,4.242424242424242
"INCOME, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",72,706,4.041666666666667
"INCOME, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",69,652,5.0
"INCOME, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",42,704,6.976190476190476
"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION",123,803,1.5772357723577235
"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT",126,807,1.507936507936508
"LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY",114,836,1.412280701754386
"LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1",95,854,1.5052631578947369
"LANGUAGE, RACE_1, MARITAL_STATUS, GENDER",90,816,2.011111111111111
"LANGUAGE, RACE_1, MARITAL_STATUS, WORK_NIH_CAMPUS",98,794,2.0714285714285716
"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT",136,794,1.4926470588235294
"LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY",121,818,1.4793388429752066
"LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1",99,841,1.5757575757575757
"LANGUAGE, RACE_1, EDUCATION, GENDER",103,799,1.9223300970873787
"LANGUAGE, RACE_1, EDUCATION, WORK_NIH_CAMPUS",116,769,1.9655172413793103
"LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY",115,825,1.4956521739130435
"LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1",98,842,1.5816326530612246
"LANGUAGE, RACE_1, EMPLOYMENT, GENDER",103,796,1.9514563106796117
"LANGUAGE, RACE_1, EMPLOYMENT, WORK_NIH_CAMPUS",108,776,2.0462962962962963
"LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1",89,869,1.4382022471910112
"LANGUAGE, RACE_1, LGBT_IDENTITY, GENDER",93,828,1.8172043010752688
"LANGUAGE, RACE_1, LGBT_IDENTITY, WORK_NIH_CAMPUS",98,812,1.8877551020408163
"LANGUAGE, RACE_1, ETHNICITY_1, GENDER",78,854,1.8333333333333333
"LANGUAGE, RACE_1, ETHNICITY_1, WORK_NIH_CAMPUS",86,836,1.872093023255814
"LANGUAGE, RACE_1, GENDER, WORK_NIH_CAMPUS",81,788,2.580246913580247
"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT",147,803,1.3197278911564625
"LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",117,821,1.5042735042735043
"LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1",105,860,1.3047619047619048
"LANGUAGE, MARITAL_STATUS, EDUCATION, GENDER",99,821,1.7777777777777777
"LANGUAGE, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",101,790,2.0495049504950495
"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",118,833,1.3898305084745763
"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",106,872,1.179245283018868
"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, GENDER",104,820,1.7019230769230769
"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",111,791,1.8558558558558558
"LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",90,883,1.2666666666666666
"LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, GENDER",93,845,1.6344086021505377
"LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",98,814,1.8673469387755102
"LANGUAGE, MARITAL_STATUS, ETHNICITY_1, GENDER",82,884,1.3780487804878048
"LANGUAGE, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",78,865,1.6923076923076923
"LANGUAGE, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",84,802,2.3214285714285716
"LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",130,817,1.3846153846153846
"LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1",117,851,1.2478632478632479
"LANGUAGE, EDUCATION, EMPLOYMENT, GENDER",120,790,1.725
"LANGUAGE, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",129,775,1.7209302325581395
"LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",91,861,1.4945054945054945
"LANGUAGE, EDUCATION, LGBT_IDENTITY, GENDER",95,822,1.8421052631578947
"LANGUAGE, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",103,790,2.0097087378640777
"LANGUAGE, EDUCATION, ETHNICITY_1, GENDER",87,860,1.5747126436781609
"LANGUAGE, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",80,829,2.1
"LANGUAGE, EDUCATION, GENDER, WORK_NIH_CAMPUS",84,778,2.607142857142857
"LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",90,881,1.288888888888889
"LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, GENDER",89,832,1.853932584269663
"LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",99,812,1.8686868686868687
"LANGUAGE, EMPLOYMENT, ETHNICITY_1, GENDER",83,874,1.4819277108433735
"LANGUAGE, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",100,854,1.43
"LANGUAGE, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",93,788,2.247311827956989
"LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, GENDER",69,887,1.5942028985507246
"LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",78,854,1.8333333333333333
"LANGUAGE, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",78,797,2.5641025641025643
"LANGUAGE, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",63,849,2.3492063492063493
"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT",96,788,2.1770833333333335
"RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",78,802,2.5
"RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1",69,848,2.1594202898550723
"RACE_1, MARITAL_STATUS, EDUCATION, GENDER",58,797,3.4482758620689653
"RACE_1, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",65,779,3.353846153846154
"RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",73,813,2.5205479452054793
"RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",61,841,2.557377049180328
"RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER",65,787,3.230769230769231
"RACE_1, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",52,768,4.403846153846154
"RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",51,861,2.6666666666666665
"RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER",41,815,4.439024390243903
"RACE_1, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",60,800,3.283333333333333
"RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER",34,843,4.529411764705882
"RACE_1, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",48,834,3.3958333333333335
"RACE_1, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",31,793,6.580645161290323
"RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",87,791,2.367816091954023
"RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1",71,832,2.323943661971831
"RACE_1, EDUCATION, EMPLOYMENT, GENDER",72,772,3.125
"RACE_1, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",69,756,3.4927536231884058
"RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",63,840,2.492063492063492
"RACE_1, EDUCATION, LGBT_IDENTITY, GENDER",51,791,4.03921568627451
"RACE_1, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",65,781,3.3230769230769233
"RACE_1, EDUCATION, ETHNICITY_1, GENDER",39,824,4.435897435897436
"RACE_1, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",57,817,3.1578947368421053
"RACE_1, EDUCATION, GENDER, WORK_NIH_CAMPUS",40,763,5.85
"RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",47,844,3.25531914893617
"RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER",54,797,3.7037037037037037
"RACE_1, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",57,786,3.7017543859649122
"RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER",37,831,4.486486486486487
"RACE_1, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",48,815,3.7916666666666665
"RACE_1, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",41,761,5.7560975609756095
"RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER",33,843,4.666666666666667
"RACE_1, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",47,824,3.6808510638297873
"RACE_1, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",29,778,7.551724137931035
"RACE_1, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",28,815,6.5
"MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",76,810,2.460526315789474
"MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",62,853,2.3225806451612905
"MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",71,793,2.8732394366197185
"MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",61,775,3.639344262295082
"MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",52,871,2.423076923076923
"MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",48,810,3.8958333333333335
"MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",56,789,3.7142857142857144
"MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",34,861,4.0
"MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",42,849,3.5238095238095237
"MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",41,784,5.195121951219512
"MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",51,871,2.4705882352941178
"MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",50,810,3.74
"MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",63,786,3.3492063492063493
"MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",38,859,3.6315789473684212
"MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",41,836,3.926829268292683
"MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",39,767,5.897435897435898
"MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",30,875,4.066666666666666
"MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",41,843,3.7560975609756095
"MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",27,786,7.814814814814815
"MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",24,839,6.583333333333333
"EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",56,862,2.4107142857142856
"EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",54,794,3.759259259259259
"EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",54,780,4.018518518518518
"EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",47,842,3.297872340425532
"EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",43,831,3.86046511627907
"EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",32,762,7.34375
"EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",33,856,4.2727272727272725
"EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",34,828,4.970588235294118
"EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",37,774,6.027027027027027
"EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",25,825,6.88
"EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",30,870,4.233333333333333
"EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",39,839,4.051282051282051
"EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",35,782,6.142857142857143
"EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",26,837,6.153846153846154
"LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",19,830,8.789473684210526
"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS",655,139,1.3099236641221375
"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION",659,135,1.30804248861912
"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT",668,139,1.284431137724551
"AGE, INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY",634,169,1.3059936908517351
"AGE, INCOME, LANGUAGE, RACE_1, ETHNICITY_1",579,201,1.374784110535406
"AGE, INCOME, LANGUAGE, RACE_1, GENDER",649,184,1.2526964560862865
"AGE, INCOME, LANGUAGE, RACE_1, WORK_NIH_CAMPUS",680,174,1.2102941176470587
"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION",638,137,1.347962382445141
"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT",646,143,1.3219814241486068
"AGE, INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY",614,171,1.3452768729641693
"AGE, INCOME, LANGUAGE, MARITAL_STATUS, ETHNICITY_1",572,199,1.3951048951048952
"AGE, INCOME, LANGUAGE, MARITAL_STATUS, GENDER",626,205,1.2651757188498403
"AGE, INCOME, LANGUAGE, MARITAL_STATUS, WORK_NIH_CAMPUS",640,185,1.26875
"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT",669,122,1.3079222720478325
"AGE, INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY",637,149,1.3312401883830456
"AGE, INCOME, LANGUAGE, EDUCATION, ETHNICITY_1",587,172,1.405451448040886
"AGE, INCOME, LANGUAGE, EDUCATION, GENDER",651,178,1.2580645161290323
"AGE, INCOME, LANGUAGE, EDUCATION, WORK_NIH_CAMPUS",663,154,1.2714932126696832
"AGE, INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY",647,153,1.304482225656878
"AGE, INCOME, LANGUAGE, EMPLOYMENT, ETHNICITY_1",589,176,1.3938879456706281
"AGE, INCOME, LANGUAGE, EMPLOYMENT, GENDER",651,179,1.2565284178187404
"AGE, INCOME, LANGUAGE, EMPLOYMENT, WORK_NIH_CAMPUS",664,170,1.2454819277108433
"AGE, INCOME, LANGUAGE, LGBT_IDENTITY, ETHNICITY_1",543,207,1.4548802946593002
"AGE, INCOME, LANGUAGE, LGBT_IDENTITY, GENDER",621,217,1.2560386473429952
"AGE, INCOME, LANGUAGE, LGBT_IDENTITY, WORK_NIH_CAMPUS",636,193,1.2641509433962264
"AGE, INCOME, LANGUAGE, ETHNICITY_1, GENDER",553,244,1.3616636528028934
"AGE, INCOME, LANGUAGE, ETHNICITY_1, WORK_NIH_CAMPUS",574,236,1.3257839721254356
"AGE, INCOME, LANGUAGE, GENDER, WORK_NIH_CAMPUS",652,222,1.1886503067484662
"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION",679,174,1.2120765832106037
"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT",671,160,1.247391952309985
"AGE, INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY",628,193,1.2802547770700636
"AGE, INCOME, RACE_1, MARITAL_STATUS, ETHNICITY_1",587,226,1.313458262350937
"AGE, INCOME, RACE_1, MARITAL_STATUS, GENDER",650,216,1.2015384615384614
"AGE, INCOME, RACE_1, MARITAL_STATUS, WORK_NIH_CAMPUS",677,204,1.171344165435746
"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT",688,161,1.2151162790697674
"AGE, INCOME, RACE_1, EDUCATION, LGBT_IDENTITY",658,191,1.2249240121580547
"AGE, INCOME, RACE_1, EDUCATION, ETHNICITY_1",600,221,1.2933333333333332
"AGE, INCOME, RACE_1, EDUCATION, GENDER",686,208,1.1501457725947521
"AGE, INCOME, RACE_1, EDUCATION, WORK_NIH_CAMPUS",713,185,1.1388499298737729
"AGE, INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY",675,192,1.1925925925925926
"AGE, INCOME, RACE_1, EMPLOYMENT, ETHNICITY_1",623,220,1.247191011235955
"AGE, INCOME, RACE_1, EMPLOYMENT, GENDER",671,207,1.1773472429210134
"AGE, INCOME, RACE_1, EMPLOYMENT, WORK_NIH_CAMPUS",705,188,1.147517730496454
"AGE, INCOME, RACE_1, LGBT_IDENTITY, ETHNICITY_1",557,264,1.3159784560143626
"AGE, INCOME, RACE_1, LGBT_IDENTITY, GENDER",633,230,1.2116903633491312
"AGE, INCOME, RACE_1, LGBT_IDENTITY, WORK_NIH_CAMPUS",661,231,1.1588502269288956
"AGE, INCOME, RACE_1, ETHNICITY_1, GENDER",567,262,1.2962962962962963
"AGE, INCOME, RACE_1, ETHNICITY_1, WORK_NIH_CAMPUS",597,266,1.2244556113902847
"AGE, INCOME, RACE_1, GENDER, WORK_NIH_CAMPUS",679,240,1.1148748159057438
"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT",660,153,1.2787878787878788
"AGE, INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",635,191,1.2692913385826772
"AGE, INCOME, MARITAL_STATUS, EDUCATION, ETHNICITY_1",588,218,1.3248299319727892
"AGE, INCOME, MARITAL_STATUS, EDUCATION, GENDER",652,210,1.2070552147239264
"AGE, INCOME, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",675,183,1.2059259259259258
"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",644,201,1.236024844720497
"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",594,215,1.3164983164983164
"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, GENDER",650,214,1.2046153846153846
"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",670,195,1.1970149253731344
"AGE, INCOME, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",547,256,1.3546617915904935
"AGE, INCOME, MARITAL_STATUS, LGBT_IDENTITY, GENDER",607,247,1.2355848434925865
"AGE, INCOME, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",630,229,1.2190476190476192
"AGE, INCOME, MARITAL_STATUS, ETHNICITY_1, GENDER",574,270,1.2665505226480835
"AGE, INCOME, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",584,254,1.2722602739726028
"AGE, INCOME, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",658,248,1.1382978723404256
"AGE, INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",660,178,1.240909090909091
"AGE, INCOME, EDUCATION, EMPLOYMENT, ETHNICITY_1",615,197,1.3008130081300813
"AGE, INCOME, EDUCATION, EMPLOYMENT, GENDER",677,194,1.1861152141802067
"AGE, INCOME, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",688,181,1.186046511627907
"AGE, INCOME, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",570,228,1.3491228070175438
"AGE, INCOME, EDUCATION, LGBT_IDENTITY, GENDER",632,220,1.2294303797468353
"AGE, INCOME, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",651,204,1.218125960061444
"AGE, INCOME, EDUCATION, ETHNICITY_1, GENDER",592,254,1.2550675675675675
"AGE, INCOME, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",607,244,1.240527182866557
"AGE, INCOME, EDUCATION, GENDER, WORK_NIH_CAMPUS",682,216,1.1451612903225807
"AGE, INCOME, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",571,232,1.339754816112084
"AGE, INCOME, EMPLOYMENT, LGBT_IDENTITY, GENDER",636,230,1.2059748427672956
"AGE, INCOME, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",657,205,1.2054794520547945
"AGE, INCOME, EMPLOYMENT, ETHNICITY_1, GENDER",593,250,1.2596964586846544
"AGE, INCOME, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",607,231,1.2619439868204283
"AGE, INCOME, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",657,227,1.1719939117199392
"AGE, INCOME, LGBT_IDENTITY, ETHNICITY_1, GENDER",527,292,1.3377609108159392
"AGE, INCOME, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",551,281,1.2994555353901995
"AGE, INCOME, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",637,258,1.1601255886970172
"AGE, INCOME, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",588,291,1.2006802721088434
"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION",493,234,1.5476673427991887
"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT",492,244,1.5304878048780488
"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY",447,301,1.5570469798657718
"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1",397,341,1.6523929471032746
"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, GENDER",452,325,1.4867256637168142
"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, WORK_NIH_CAMPUS",458,293,1.537117903930131
"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT",512,214,1.529296875
"AGE, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY",470,226,1.6404255319148937
"AGE, LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1",423,278,1.6997635933806146
"AGE, LANGUAGE, RACE_1, EDUCATION, GENDER",480,258,1.5395833333333333
"AGE, LANGUAGE, RACE_1, EDUCATION, WORK_NIH_CAMPUS",481,245,1.5634095634095635
"AGE, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY",453,244,1.6622516556291391
"AGE, LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1",406,281,1.7635467980295567
"AGE, LANGUAGE, RACE_1, EMPLOYMENT, GENDER",466,268,1.5643776824034334
"AGE, LANGUAGE, RACE_1, EMPLOYMENT, WORK_NIH_CAMPUS",492,260,1.4979674796747968
"AGE, LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1",356,346,1.8286516853932584
"AGE, LANGUAGE, RACE_1, LGBT_IDENTITY, GENDER",411,314,1.661800486618005
"AGE, LANGUAGE, RACE_1, LGBT_IDENTITY, WORK_NIH_CAMPUS",442,292,1.5950226244343892
"AGE, LANGUAGE, RACE_1, ETHNICITY_1, GENDER",355,363,1.7859154929577465
"AGE, LANGUAGE, RACE_1, ETHNICITY_1, WORK_NIH_CAMPUS",389,328,1.7197943444730077
"AGE, LANGUAGE, RACE_1, GENDER, WORK_NIH_CAMPUS",438,309,1.5707762557077625
"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT",492,224,1.5711382113821137
"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",461,293,1.527114967462039
"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1",411,322,1.6423357664233578
"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, GENDER",449,294,1.5657015590200445
"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",448,254,1.6584821428571428
"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",443,284,1.6094808126410836
"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",396,313,1.7272727272727273
"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, GENDER",451,290,1.5676274944567627
"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",456,264,1.6074561403508771
"AGE, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",366,391,1.6557377049180328
"AGE, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, GENDER",426,367,1.4788732394366197
"AGE, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",431,330,1.5475638051044083
